,skin,fat,muscle,ijv,cca
1141,10.0,16.5,5.25,44.75,44.75
1142,10.0,16.5,5.25,37.5,37.5
1143,10.0,16.5,5.25,30.25,30.25
1144,10.0,16.5,5.25,23.0,23.0
1145,10.0,16.5,4.0,52.0,52.0
1146,10.0,16.5,4.0,44.75,44.75
1147,10.0,16.5,4.0,37.5,37.5
1148,10.0,16.5,4.0,30.25,30.25
1149,10.0,16.5,4.0,23.0,23.0
1150,10.0,14.333333333333334,9.0,52.0,52.0
1151,10.0,14.333333333333334,9.0,44.75,44.75
1152,10.0,14.333333333333334,9.0,37.5,37.5
1153,10.0,14.333333333333334,9.0,30.25,30.25
1154,10.0,14.333333333333334,9.0,23.0,23.0
1155,10.0,14.333333333333334,7.75,52.0,52.0
1156,10.0,14.333333333333334,7.75,44.75,44.75
1157,10.0,14.333333333333334,7.75,37.5,37.5
1158,10.0,14.333333333333334,7.75,30.25,30.25
1159,10.0,14.333333333333334,7.75,23.0,23.0
1160,10.0,14.333333333333334,6.5,52.0,52.0
1161,10.0,14.333333333333334,6.5,44.75,44.75
1162,10.0,14.333333333333334,6.5,37.5,37.5
1163,10.0,14.333333333333334,6.5,30.25,30.25
1164,10.0,14.333333333333334,6.5,23.0,23.0
1165,10.0,14.333333333333334,5.25,52.0,52.0
1166,10.0,14.333333333333334,5.25,44.75,44.75
1167,10.0,14.333333333333334,5.25,37.5,37.5
1168,10.0,14.333333333333334,5.25,30.25,30.25
1169,10.0,14.333333333333334,5.25,23.0,23.0
1170,10.0,14.333333333333334,4.0,52.0,52.0
1171,10.0,14.333333333333334,4.0,44.75,44.75
1172,10.0,14.333333333333334,4.0,37.5,37.5
1173,10.0,14.333333333333334,4.0,30.25,30.25
1174,10.0,14.333333333333334,4.0,23.0,23.0
1175,10.0,12.166666666666668,9.0,52.0,52.0
1176,10.0,12.166666666666668,9.0,44.75,44.75
1177,10.0,12.166666666666668,9.0,37.5,37.5
1178,10.0,12.166666666666668,9.0,30.25,30.25
1179,10.0,12.166666666666668,9.0,23.0,23.0
1180,10.0,12.166666666666668,7.75,52.0,52.0
1181,10.0,12.166666666666668,7.75,44.75,44.75
1182,10.0,12.166666666666668,7.75,37.5,37.5
1183,10.0,12.166666666666668,7.75,30.25,30.25
1184,10.0,12.166666666666668,7.75,23.0,23.0
1185,10.0,12.166666666666668,6.5,52.0,52.0
1186,10.0,12.166666666666668,6.5,44.75,44.75
1187,10.0,12.166666666666668,6.5,37.5,37.5
1188,10.0,12.166666666666668,6.5,30.25,30.25
1189,10.0,12.166666666666668,6.5,23.0,23.0
1190,10.0,12.166666666666668,5.25,52.0,52.0
1191,10.0,12.166666666666668,5.25,44.75,44.75
1192,10.0,12.166666666666668,5.25,37.5,37.5
1193,10.0,12.166666666666668,5.25,30.25,30.25
1194,10.0,12.166666666666668,5.25,23.0,23.0
1195,10.0,12.166666666666668,4.0,52.0,52.0
1196,10.0,12.166666666666668,4.0,44.75,44.75
1197,10.0,12.166666666666668,4.0,37.5,37.5
1198,10.0,12.166666666666668,4.0,30.25,30.25
1199,10.0,12.166666666666668,4.0,23.0,23.0
1200,10.0,10.0,9.0,52.0,52.0
1201,10.0,10.0,9.0,44.75,44.75
1202,10.0,10.0,9.0,37.5,37.5
1203,10.0,10.0,9.0,30.25,30.25
1204,10.0,10.0,9.0,23.0,23.0
1205,10.0,10.0,7.75,52.0,52.0
1206,10.0,10.0,7.75,44.75,44.75
1207,10.0,10.0,7.75,37.5,37.5
1208,10.0,10.0,7.75,30.25,30.25
1209,10.0,10.0,7.75,23.0,23.0
1210,10.0,10.0,6.5,52.0,52.0
1211,10.0,10.0,6.5,44.75,44.75
1212,10.0,10.0,6.5,37.5,37.5
1213,10.0,10.0,6.5,30.25,30.25
1214,10.0,10.0,6.5,23.0,23.0
1215,10.0,10.0,5.25,52.0,52.0
1216,10.0,10.0,5.25,44.75,44.75
1217,10.0,10.0,5.25,37.5,37.5
1218,10.0,10.0,5.25,30.25,30.25
1219,10.0,10.0,5.25,23.0,23.0
1220,10.0,10.0,4.0,52.0,52.0
1221,10.0,10.0,4.0,44.75,44.75
1222,10.0,10.0,4.0,37.5,37.5
1223,10.0,10.0,4.0,30.25,30.25
1224,10.0,10.0,4.0,23.0,23.0
